name,path,plasmocitos,nao_plasmocitos,fold,type
1692243678037,../data/processed/pascal_voc/1692243678037.xml,1,2,3,train
1692243679992,../data/processed/pascal_voc/1692243679992.xml,6,0,3,train
1692243678352,../data/processed/pascal_voc/1692243678352.xml,4,0,3,train
IMG01154,../data/processed/pascal_voc/IMG01154.xml,9,22,3,train
IMG01170,../data/processed/pascal_voc/IMG01170.xml,6,10,3,train
1692243680233,../data/processed/pascal_voc/1692243680233.xml,3,0,3,train
IMG00239,../data/processed/pascal_voc/IMG00239.xml,9,5,3,train
P_20221014_143712,../data/processed/pascal_voc/P_20221014_143712.xml,1,1,3,train
IMG_20230628_182658,../data/processed/pascal_voc/IMG_20230628_182658.xml,0,4,3,train
1692243679723,../data/processed/pascal_voc/1692243679723.xml,1,2,3,train
1692243680504,../data/processed/pascal_voc/1692243680504.xml,4,0,3,train
IMG_E0886,../data/processed/pascal_voc/IMG_E0886.xml,9,56,3,train
P_20221014_143831,../data/processed/pascal_voc/P_20221014_143831.xml,1,1,3,train
IMG00099,../data/processed/pascal_voc/IMG00099.xml,4,0,3,train
1692243679450,../data/processed/pascal_voc/1692243679450.xml,0,4,3,train
IMG_20230628_184121,../data/processed/pascal_voc/IMG_20230628_184121.xml,8,16,3,train
P_20221014_144145,../data/processed/pascal_voc/P_20221014_144145.xml,3,0,3,train
1692243678285,../data/processed/pascal_voc/1692243678285.xml,1,1,3,train
P_20221014_145255,../data/processed/pascal_voc/P_20221014_145255.xml,1,1,3,train
IMG_20230628_185123,../data/processed/pascal_voc/IMG_20230628_185123.xml,4,0,3,train
1692243679512,../data/processed/pascal_voc/1692243679512.xml,4,0,3,train
1692243679365,../data/processed/pascal_voc/1692243679365.xml,4,0,3,train
IMG_9495,../data/processed/pascal_voc/IMG_9495.xml,1,12,3,train
1692243678639,../data/processed/pascal_voc/1692243678639.xml,4,0,3,train
1692243678439,../data/processed/pascal_voc/1692243678439.xml,2,1,3,train
IMG_20230628_182604,../data/processed/pascal_voc/IMG_20230628_182604.xml,3,1,3,train
P_20221017_150440,../data/processed/pascal_voc/P_20221017_150440.xml,4,0,3,train
1692243678242,../data/processed/pascal_voc/1692243678242.xml,1,1,3,train
IMG_20230628_185735,../data/processed/pascal_voc/IMG_20230628_185735.xml,6,4,3,train
1692243679210,../data/processed/pascal_voc/1692243679210.xml,2,1,3,train
1692243679461,../data/processed/pascal_voc/1692243679461.xml,4,0,3,train
IMG01185,../data/processed/pascal_voc/IMG01185.xml,2,6,3,train
IMG01211,../data/processed/pascal_voc/IMG01211.xml,25,2,3,train
1692243680646,../data/processed/pascal_voc/1692243680646.xml,0,4,3,train
IMG01182,../data/processed/pascal_voc/IMG01182.xml,4,3,3,train
1692243678261,../data/processed/pascal_voc/1692243678261.xml,1,1,3,train
P_20221014_152102,../data/processed/pascal_voc/P_20221014_152102.xml,4,0,3,train
1692243679151,../data/processed/pascal_voc/1692243679151.xml,0,4,3,train
1692243678732,../data/processed/pascal_voc/1692243678732.xml,4,0,3,train
IMG_20230628_184934,../data/processed/pascal_voc/IMG_20230628_184934.xml,3,16,3,train
1692243679755,../data/processed/pascal_voc/1692243679755.xml,1,1,3,train
IMG00007,../data/processed/pascal_voc/IMG00007.xml,11,5,3,train
IMG00000,../data/processed/pascal_voc/IMG00000.xml,17,6,3,train
1692243679175,../data/processed/pascal_voc/1692243679175.xml,4,0,3,train
1692243679244,../data/processed/pascal_voc/1692243679244.xml,1,1,3,train
1692243679745,../data/processed/pascal_voc/1692243679745.xml,4,0,3,train
IMG_20230628_184209,../data/processed/pascal_voc/IMG_20230628_184209.xml,4,4,3,train
1692243679128,../data/processed/pascal_voc/1692243679128.xml,1,1,3,train
IMG00878,../data/processed/pascal_voc/IMG00878.xml,8,7,3,train
P_20221014_145210,../data/processed/pascal_voc/P_20221014_145210.xml,2,0,3,train
1692243679574,../data/processed/pascal_voc/1692243679574.xml,1,1,3,train
1692243680337,../data/processed/pascal_voc/1692243680337.xml,3,0,3,train
P_20221017_153317,../data/processed/pascal_voc/P_20221017_153317.xml,1,1,3,train
1692243677925,../data/processed/pascal_voc/1692243677925.xml,3,1,3,train
1692243679116,../data/processed/pascal_voc/1692243679116.xml,4,0,3,train
1692243678591,../data/processed/pascal_voc/1692243678591.xml,1,1,3,train
IMG_20230628_185805,../data/processed/pascal_voc/IMG_20230628_185805.xml,3,6,3,train
IMG01117,../data/processed/pascal_voc/IMG01117.xml,6,4,3,train
IMG00244,../data/processed/pascal_voc/IMG00244.xml,5,4,3,train
1692243679885,../data/processed/pascal_voc/1692243679885.xml,1,1,3,train
1692243677878,../data/processed/pascal_voc/1692243677878.xml,3,7,3,train
1692243677854,../data/processed/pascal_voc/1692243677854.xml,1,2,3,train
IMG_0536,../data/processed/pascal_voc/IMG_0536.xml,3,98,3,train
1692243679104,../data/processed/pascal_voc/1692243679104.xml,4,0,3,train
1692243679502,../data/processed/pascal_voc/1692243679502.xml,2,0,3,train
IMG_0952,../data/processed/pascal_voc/IMG_0952.xml,3,24,3,train
IMG_20230628_185138,../data/processed/pascal_voc/IMG_20230628_185138.xml,5,8,3,train
1692243678428,../data/processed/pascal_voc/1692243678428.xml,1,1,3,train
1692243677862,../data/processed/pascal_voc/1692243677862.xml,3,1,3,train
1692243678141,../data/processed/pascal_voc/1692243678141.xml,0,2,3,train
1692243678020,../data/processed/pascal_voc/1692243678020.xml,3,0,3,train
P_20221014_145326,../data/processed/pascal_voc/P_20221014_145326.xml,4,0,3,train
1692243679309,../data/processed/pascal_voc/1692243679309.xml,2,0,3,train
1692243680428,../data/processed/pascal_voc/1692243680428.xml,8,2,3,train
IMG_20230628_185832,../data/processed/pascal_voc/IMG_20230628_185832.xml,7,4,3,train
IMG_20230628_183624,../data/processed/pascal_voc/IMG_20230628_183624.xml,6,2,3,train
1692243677981,../data/processed/pascal_voc/1692243677981.xml,1,1,3,train
IMG_0530,../data/processed/pascal_voc/IMG_0530.xml,3,1,3,train
IMG_20230628_184724,../data/processed/pascal_voc/IMG_20230628_184724.xml,3,6,3,train
P_20221017_151933,../data/processed/pascal_voc/P_20221017_151933.xml,1,2,3,train
P_20221014_151614,../data/processed/pascal_voc/P_20221014_151614.xml,4,0,3,train
1692243678823,../data/processed/pascal_voc/1692243678823.xml,5,2,3,train
1692243680272,../data/processed/pascal_voc/1692243680272.xml,3,1,3,train
1692243678111,../data/processed/pascal_voc/1692243678111.xml,3,0,3,train
P_20221017_153652,../data/processed/pascal_voc/P_20221017_153652.xml,1,1,3,train
1692243679782,../data/processed/pascal_voc/1692243679782.xml,4,0,3,train
1692243680465,../data/processed/pascal_voc/1692243680465.xml,9,6,3,train
P_20221014_145248,../data/processed/pascal_voc/P_20221014_145248.xml,4,0,3,train
IMG_20230628_184732,../data/processed/pascal_voc/IMG_20230628_184732.xml,4,0,3,train
1692243680246,../data/processed/pascal_voc/1692243680246.xml,4,2,3,train
1692243678179,../data/processed/pascal_voc/1692243678179.xml,2,0,3,train
IMG_0863,../data/processed/pascal_voc/IMG_0863.xml,5,6,3,train
1692243679473,../data/processed/pascal_voc/1692243679473.xml,4,0,3,train
1692243678398,../data/processed/pascal_voc/1692243678398.xml,4,0,3,train
1692243677973,../data/processed/pascal_voc/1692243677973.xml,2,0,3,train
1692243678203,../data/processed/pascal_voc/1692243678203.xml,4,0,3,train
IMG_20230628_185633,../data/processed/pascal_voc/IMG_20230628_185633.xml,2,1,3,train
P_20221014_145040,../data/processed/pascal_voc/P_20221014_145040.xml,4,0,3,train
IMG_0348,../data/processed/pascal_voc/IMG_0348.xml,1,9,3,train
IMG_1924,../data/processed/pascal_voc/IMG_1924.xml,9,29,3,train
1692243678133,../data/processed/pascal_voc/1692243678133.xml,2,1,3,train
P_20221017_153636,../data/processed/pascal_voc/P_20221017_153636.xml,4,0,3,train
1692243678325,../data/processed/pascal_voc/1692243678325.xml,2,2,3,train
IMG01200,../data/processed/pascal_voc/IMG01200.xml,2,8,3,train
IMG_20230628_183502,../data/processed/pascal_voc/IMG_20230628_183502.xml,0,5,3,train
1692243679352,../data/processed/pascal_voc/1692243679352.xml,2,0,3,train
IMG_20230628_185237,../data/processed/pascal_voc/IMG_20230628_185237.xml,1,2,3,train
1692243678278,../data/processed/pascal_voc/1692243678278.xml,2,2,3,train
IMG_20230628_184623,../data/processed/pascal_voc/IMG_20230628_184623.xml,3,0,3,train
IMG01144,../data/processed/pascal_voc/IMG01144.xml,8,13,3,train
IMG00005,../data/processed/pascal_voc/IMG00005.xml,10,8,3,train
1692243679712,../data/processed/pascal_voc/1692243679712.xml,2,0,3,train
IMG_20230628_190028,../data/processed/pascal_voc/IMG_20230628_190028.xml,3,0,3,train
1692243678931,../data/processed/pascal_voc/1692243678931.xml,4,0,3,train
1692243679010,../data/processed/pascal_voc/1692243679010.xml,6,0,3,train
IMG_20230628_185431,../data/processed/pascal_voc/IMG_20230628_185431.xml,3,3,3,train
1692243677886,../data/processed/pascal_voc/1692243677886.xml,2,2,3,train
1692243678362,../data/processed/pascal_voc/1692243678362.xml,4,0,3,train
IMG00242,../data/processed/pascal_voc/IMG00242.xml,9,0,3,train
1692243678898,../data/processed/pascal_voc/1692243678898.xml,4,0,3,train
1692243678856,../data/processed/pascal_voc/1692243678856.xml,4,0,3,train
1692243679877,../data/processed/pascal_voc/1692243679877.xml,4,0,3,train
IMG00012,../data/processed/pascal_voc/IMG00012.xml,18,3,3,train
IMG01188,../data/processed/pascal_voc/IMG01188.xml,0,3,3,train
1692243680196,../data/processed/pascal_voc/1692243680196.xml,2,2,3,train
IMG_20230628_185015,../data/processed/pascal_voc/IMG_20230628_185015.xml,4,5,3,train
IMG_20230628_185548,../data/processed/pascal_voc/IMG_20230628_185548.xml,5,9,3,train
1692243680660,../data/processed/pascal_voc/1692243680660.xml,1,1,3,train
IMG_20230628_183103,../data/processed/pascal_voc/IMG_20230628_183103.xml,0,7,3,train
1692243678755,../data/processed/pascal_voc/1692243678755.xml,1,2,3,train
IMG_20230628_183912,../data/processed/pascal_voc/IMG_20230628_183912.xml,7,2,3,train
1692243679659,../data/processed/pascal_voc/1692243679659.xml,1,2,3,train
IMG_20230628_183212,../data/processed/pascal_voc/IMG_20230628_183212.xml,2,3,3,train
1692243680581,../data/processed/pascal_voc/1692243680581.xml,1,1,3,train
IMG00879,../data/processed/pascal_voc/IMG00879.xml,9,15,3,train
1692243680633,../data/processed/pascal_voc/1692243680633.xml,0,4,3,train
1692243678186,../data/processed/pascal_voc/1692243678186.xml,4,0,3,train
1692243678550,../data/processed/pascal_voc/1692243678550.xml,2,2,3,train
IMG_20230628_183938,../data/processed/pascal_voc/IMG_20230628_183938.xml,4,0,3,train
1692243678155,../data/processed/pascal_voc/1692243678155.xml,2,0,3,train
1692243678317,../data/processed/pascal_voc/1692243678317.xml,4,0,3,train
IMG_20230628_190154,../data/processed/pascal_voc/IMG_20230628_190154.xml,8,1,3,train
1692243679930,../data/processed/pascal_voc/1692243679930.xml,4,0,3,train
1692243678583,../data/processed/pascal_voc/1692243678583.xml,4,0,3,train
IMG_20230628_190258,../data/processed/pascal_voc/IMG_20230628_190258.xml,4,0,3,train
1692243680351,../data/processed/pascal_voc/1692243680351.xml,5,1,3,train
1692243679287,../data/processed/pascal_voc/1692243679287.xml,1,1,3,train
IMG01141,../data/processed/pascal_voc/IMG01141.xml,4,5,3,train
IMG_20230628_183723,../data/processed/pascal_voc/IMG_20230628_183723.xml,7,7,3,train
IMG_8736,../data/processed/pascal_voc/IMG_8736.xml,8,6,3,train
IMG01119,../data/processed/pascal_voc/IMG01119.xml,1,4,3,train
IMG_20230628_185256,../data/processed/pascal_voc/IMG_20230628_185256.xml,4,4,3,train
1692243678043,../data/processed/pascal_voc/1692243678043.xml,2,0,3,train
Cópia de Plasmócitos 25,../data/processed/pascal_voc/Cópia de Plasmócitos 25.xml,2,0,3,train
P_20221014_151942,../data/processed/pascal_voc/P_20221014_151942.xml,1,1,3,train
1692243680402,../data/processed/pascal_voc/1692243680402.xml,5,5,3,train
1692243680221,../data/processed/pascal_voc/1692243680221.xml,2,2,3,train
1692243679563,../data/processed/pascal_voc/1692243679563.xml,2,0,3,train
IMG01206,../data/processed/pascal_voc/IMG01206.xml,2,8,3,train
1692243679139,../data/processed/pascal_voc/1692243679139.xml,2,0,3,train
P_20221014_143625,../data/processed/pascal_voc/P_20221014_143625.xml,1,1,3,train
IMG00008,../data/processed/pascal_voc/IMG00008.xml,10,2,3,train
1692243678506,../data/processed/pascal_voc/1692243678506.xml,3,1,3,train
1692243678162,../data/processed/pascal_voc/1692243678162.xml,1,2,3,train
1692243678092,../data/processed/pascal_voc/1692243678092.xml,4,0,3,train
IMG_20230628_183653,../data/processed/pascal_voc/IMG_20230628_183653.xml,0,4,3,train
1692243678999,../data/processed/pascal_voc/1692243678999.xml,4,0,3,train
P_20221017_144951,../data/processed/pascal_voc/P_20221017_144951.xml,4,0,3,train
IMG_20230628_183313,../data/processed/pascal_voc/IMG_20230628_183313.xml,2,3,3,train
IMG_20230628_190055,../data/processed/pascal_voc/IMG_20230628_190055.xml,4,1,3,train
IMG_1929,../data/processed/pascal_voc/IMG_1929.xml,5,29,3,train
IMG_20230628_184643,../data/processed/pascal_voc/IMG_20230628_184643.xml,8,9,3,train
1692243678169,../data/processed/pascal_voc/1692243678169.xml,3,2,3,train
1692243680543,../data/processed/pascal_voc/1692243680543.xml,2,1,3,train
IMG_20230628_185441,../data/processed/pascal_voc/IMG_20230628_185441.xml,6,5,3,train
IMG_0563,../data/processed/pascal_voc/IMG_0563.xml,2,1,3,train
P_20221017_151819,../data/processed/pascal_voc/P_20221017_151819.xml,4,0,3,train
P_20221017_151603,../data/processed/pascal_voc/P_20221017_151603.xml,2,1,3,train
IMG01162,../data/processed/pascal_voc/IMG01162.xml,1,96,3,train
IMG_20230628_183855,../data/processed/pascal_voc/IMG_20230628_183855.xml,1,1,3,train
IMG_20230628_185519,../data/processed/pascal_voc/IMG_20230628_185519.xml,4,0,3,train
1692243678700,../data/processed/pascal_voc/1692243678700.xml,2,1,3,train
IMG01130,../data/processed/pascal_voc/IMG01130.xml,1,7,3,train
P_20221017_150128,../data/processed/pascal_voc/P_20221017_150128.xml,4,0,3,train
1692243678649,../data/processed/pascal_voc/1692243678649.xml,1,1,3,train
IMG_20230628_182716,../data/processed/pascal_voc/IMG_20230628_182716.xml,1,2,3,train
IMG01199,../data/processed/pascal_voc/IMG01199.xml,13,2,3,train
1692243678766,../data/processed/pascal_voc/1692243678766.xml,1,2,3,train
P_20221014_151318,../data/processed/pascal_voc/P_20221014_151318.xml,4,0,3,train
IMG01133,../data/processed/pascal_voc/IMG01133.xml,12,19,3,train
IMG00232,../data/processed/pascal_voc/IMG00232.xml,0,6,3,train
IMG_20230628_183027,../data/processed/pascal_voc/IMG_20230628_183027.xml,1,8,3,train
1692243678610,../data/processed/pascal_voc/1692243678610.xml,32,0,3,train
IMG_1931,../data/processed/pascal_voc/IMG_1931.xml,7,35,3,train
P_20221014_150432,../data/processed/pascal_voc/P_20221014_150432.xml,4,0,3,train
1692243678100,../data/processed/pascal_voc/1692243678100.xml,5,0,3,train
IMG_20230628_184155,../data/processed/pascal_voc/IMG_20230628_184155.xml,7,7,3,train
1692243678541,../data/processed/pascal_voc/1692243678541.xml,4,0,3,train
1692243678965,../data/processed/pascal_voc/1692243678965.xml,5,0,3,train
IMG_0546,../data/processed/pascal_voc/IMG_0546.xml,5,4,3,train
IMG_0574,../data/processed/pascal_voc/IMG_0574.xml,4,1,3,train
IMG00568,../data/processed/pascal_voc/IMG00568.xml,1,1,3,train
IMG00100,../data/processed/pascal_voc/IMG00100.xml,2,1,3,train
P_20221017_145610,../data/processed/pascal_voc/P_20221017_145610.xml,6,0,3,train
IMG_20230628_185508,../data/processed/pascal_voc/IMG_20230628_185508.xml,5,4,3,train
P_20221017_150830,../data/processed/pascal_voc/P_20221017_150830.xml,4,1,3,train
IMG_20230628_184940,../data/processed/pascal_voc/IMG_20230628_184940.xml,1,5,3,train
IMG_20230628_185642,../data/processed/pascal_voc/IMG_20230628_185642.xml,3,7,3,train
1692243679636,../data/processed/pascal_voc/1692243679636.xml,1,1,3,train
IMG_20230628_183841,../data/processed/pascal_voc/IMG_20230628_183841.xml,1,8,3,train
1692243679298,../data/processed/pascal_voc/1692243679298.xml,2,0,3,train
1692243680517,../data/processed/pascal_voc/1692243680517.xml,2,0,3,train
1692243678661,../data/processed/pascal_voc/1692243678661.xml,0,2,3,train
P_20221014_144121,../data/processed/pascal_voc/P_20221014_144121.xml,1,1,3,train
IMG_20230628_185009,../data/processed/pascal_voc/IMG_20230628_185009.xml,1,3,3,train
1692243679920,../data/processed/pascal_voc/1692243679920.xml,1,2,3,train
1692243680452,../data/processed/pascal_voc/1692243680452.xml,8,4,3,train
1692243679092,../data/processed/pascal_voc/1692243679092.xml,4,0,3,train
IMG_7022,../data/processed/pascal_voc/IMG_7022.xml,1,2,3,train
1692243678251,../data/processed/pascal_voc/1692243678251.xml,2,0,3,train
IMG_20230628_182644,../data/processed/pascal_voc/IMG_20230628_182644.xml,4,10,3,train
1692243678943,../data/processed/pascal_voc/1692243678943.xml,3,0,3,train
IMG01124,../data/processed/pascal_voc/IMG01124.xml,1,3,3,train
1692243678690,../data/processed/pascal_voc/1692243678690.xml,4,0,3,train
1692243679949,../data/processed/pascal_voc/1692243679949.xml,5,0,3,train
1692243678845,../data/processed/pascal_voc/1692243678845.xml,1,1,3,train
1692243680208,../data/processed/pascal_voc/1692243680208.xml,2,1,3,train
IMG_2328,../data/processed/pascal_voc/IMG_2328.xml,3,3,3,train
IMG_20230628_190102,../data/processed/pascal_voc/IMG_20230628_190102.xml,4,3,3,train
P_20221017_151954,../data/processed/pascal_voc/P_20221017_151954.xml,3,1,3,train
IMG_20230628_185201,../data/processed/pascal_voc/IMG_20230628_185201.xml,4,3,3,train
IMG01151,../data/processed/pascal_voc/IMG01151.xml,3,12,3,train
1692243678495,../data/processed/pascal_voc/1692243678495.xml,4,2,3,train
1692243678954,../data/processed/pascal_voc/1692243678954.xml,10,1,3,train
1692243678269,../data/processed/pascal_voc/1692243678269.xml,2,1,3,train
1692243679199,../data/processed/pascal_voc/1692243679199.xml,1,2,3,train
1692243678343,../data/processed/pascal_voc/1692243678343.xml,1,3,3,train
P_20221014_143533,../data/processed/pascal_voc/P_20221014_143533.xml,4,0,3,train
1692243680285,../data/processed/pascal_voc/1692243680285.xml,4,0,3,train
P_20221017_161058,../data/processed/pascal_voc/P_20221017_161058.xml,2,0,3,train
1692243679735,../data/processed/pascal_voc/1692243679735.xml,4,0,3,train
1692243679834,../data/processed/pascal_voc/1692243679834.xml,0,4,3,train
1692243678371,../data/processed/pascal_voc/1692243678371.xml,1,1,3,train
IMG01183,../data/processed/pascal_voc/IMG01183.xml,1,6,3,train
1692243679524,../data/processed/pascal_voc/1692243679524.xml,4,0,3,train
P_20221017_161315,../data/processed/pascal_voc/P_20221017_161315.xml,4,0,3,train
1692243677895,../data/processed/pascal_voc/1692243677895.xml,1,1,3,train
1692243679080,../data/processed/pascal_voc/1692243679080.xml,2,2,3,train
IMG_20230628_183832,../data/processed/pascal_voc/IMG_20230628_183832.xml,10,17,3,train
1692243678390,../data/processed/pascal_voc/1692243678390.xml,1,1,3,train
IMG_20230628_185942,../data/processed/pascal_voc/IMG_20230628_185942.xml,4,2,3,train
1692243678910,../data/processed/pascal_voc/1692243678910.xml,4,0,3,train
1692243679700,../data/processed/pascal_voc/1692243679700.xml,2,0,3,train
IMG_20230628_185209,../data/processed/pascal_voc/IMG_20230628_185209.xml,9,9,3,train
IMG_20230628_183648,../data/processed/pascal_voc/IMG_20230628_183648.xml,0,15,3,train
IMG_1935,../data/processed/pascal_voc/IMG_1935.xml,7,39,3,train
P_20221017_150059,../data/processed/pascal_voc/P_20221017_150059.xml,4,0,3,train
IMG_20230628_184444,../data/processed/pascal_voc/IMG_20230628_184444.xml,6,7,3,train
IMG_20230628_184718,../data/processed/pascal_voc/IMG_20230628_184718.xml,5,5,3,train
1692243678149,../data/processed/pascal_voc/1692243678149.xml,4,0,3,train
IMG_0633,../data/processed/pascal_voc/IMG_0633.xml,8,7,3,train
1692243679584,../data/processed/pascal_voc/1692243679584.xml,3,0,3,train
IMG_20230628_183615,../data/processed/pascal_voc/IMG_20230628_183615.xml,4,0,3,train
IMG_20230628_185730,../data/processed/pascal_voc/IMG_20230628_185730.xml,4,0,3,train
IMG_20230628_184507,../data/processed/pascal_voc/IMG_20230628_184507.xml,3,2,3,train
IMG_20230628_190454,../data/processed/pascal_voc/IMG_20230628_190454.xml,4,2,3,train
1692243679911,../data/processed/pascal_voc/1692243679911.xml,0,4,3,train
IMG_20230628_182915,../data/processed/pascal_voc/IMG_20230628_182915.xml,3,9,3,train
P_20221017_150455,../data/processed/pascal_voc/P_20221017_150455.xml,2,0,3,train
P_20221017_144929,../data/processed/pascal_voc/P_20221017_144929.xml,1,1,3,train
IMG_20230628_183524,../data/processed/pascal_voc/IMG_20230628_183524.xml,1,1,3,train
IMG_1937,../data/processed/pascal_voc/IMG_1937.xml,11,49,3,train
IMG_20230628_183742,../data/processed/pascal_voc/IMG_20230628_183742.xml,3,4,3,train
IMG01129,../data/processed/pascal_voc/IMG01129.xml,1,8,3,train
1692243677950,../data/processed/pascal_voc/1692243677950.xml,4,0,3,train
IMG_0538,../data/processed/pascal_voc/IMG_0538.xml,5,1,3,train
IMG01120,../data/processed/pascal_voc/IMG01120.xml,1,5,3,train
IMG00010,../data/processed/pascal_voc/IMG00010.xml,8,2,3,train
IMG_20230628_185310,../data/processed/pascal_voc/IMG_20230628_185310.xml,2,0,3,train
IMG_0514,../data/processed/pascal_voc/IMG_0514.xml,3,4,3,train
1692243679793,../data/processed/pascal_voc/1692243679793.xml,4,0,3,train
1692243679186,../data/processed/pascal_voc/1692243679186.xml,4,0,3,train
1692243679616,../data/processed/pascal_voc/1692243679616.xml,1,1,3,train
1692243678789,../data/processed/pascal_voc/1692243678789.xml,2,4,3,train
1692243678601,../data/processed/pascal_voc/1692243678601.xml,2,1,3,train
P_20221017_150542,../data/processed/pascal_voc/P_20221017_150542.xml,2,1,3,train
1692243680160,../data/processed/pascal_voc/1692243680160.xml,3,1,3,train
IMG_20230628_184900,../data/processed/pascal_voc/IMG_20230628_184900.xml,3,4,3,train
IMG_20230628_184450,../data/processed/pascal_voc/IMG_20230628_184450.xml,5,5,3,train
1692243678801,../data/processed/pascal_voc/1692243678801.xml,4,0,3,train
P_20221017_145002,../data/processed/pascal_voc/P_20221017_145002.xml,2,0,3,train
IMG_20230628_183509,../data/processed/pascal_voc/IMG_20230628_183509.xml,2,2,3,train
IMG_20230628_183901,../data/processed/pascal_voc/IMG_20230628_183901.xml,5,2,3,train
IMG_20230628_183809,../data/processed/pascal_voc/IMG_20230628_183809.xml,5,2,3,train
1692243678334,../data/processed/pascal_voc/1692243678334.xml,2,0,3,train
IMG_20230628_182816,../data/processed/pascal_voc/IMG_20230628_182816.xml,7,4,3,train
IMG_20230628_183932,../data/processed/pascal_voc/IMG_20230628_183932.xml,4,0,3,train
1692243680298,../data/processed/pascal_voc/1692243680298.xml,7,0,3,train
IMG_20230628_184535,../data/processed/pascal_voc/IMG_20230628_184535.xml,2,11,3,train
1692243679438,../data/processed/pascal_voc/1692243679438.xml,3,5,3,train
IMG_0343,../data/processed/pascal_voc/IMG_0343.xml,9,7,3,train
1692243679221,../data/processed/pascal_voc/1692243679221.xml,4,0,3,train
IMG01137,../data/processed/pascal_voc/IMG01137.xml,1,6,3,train
IMG_0499,../data/processed/pascal_voc/IMG_0499.xml,2,2,3,train
IMG_20230628_184710,../data/processed/pascal_voc/IMG_20230628_184710.xml,7,9,3,train
1692243678117,../data/processed/pascal_voc/1692243678117.xml,3,1,3,train
1692243678125,../data/processed/pascal_voc/1692243678125.xml,2,3,3,train
1692243679826,../data/processed/pascal_voc/1692243679826.xml,2,2,3,train
1692243677903,../data/processed/pascal_voc/1692243677903.xml,1,1,3,train
IMG_20230628_183823,../data/processed/pascal_voc/IMG_20230628_183823.xml,1,1,3,train
1692243678813,../data/processed/pascal_voc/1692243678813.xml,2,1,3,train
1692243679426,../data/processed/pascal_voc/1692243679426.xml,4,0,3,train
1692243677937,../data/processed/pascal_voc/1692243677937.xml,2,1,3,train
1692243678711,../data/processed/pascal_voc/1692243678711.xml,2,2,3,train
IMG01127,../data/processed/pascal_voc/IMG01127.xml,1,6,3,train
IMG_1231,../data/processed/pascal_voc/IMG_1231.xml,10,22,3,train
1692243679414,../data/processed/pascal_voc/1692243679414.xml,7,1,3,train
P_20221017_153525,../data/processed/pascal_voc/P_20221017_153525.xml,4,0,3,train
1692243680259,../data/processed/pascal_voc/1692243680259.xml,5,1,3,train
1692243679868,../data/processed/pascal_voc/1692243679868.xml,1,2,3,train
1692243679253,../data/processed/pascal_voc/1692243679253.xml,1,2,3,train
P_20221017_153705,../data/processed/pascal_voc/P_20221017_153705.xml,1,1,3,train
P_20221017_151847,../data/processed/pascal_voc/P_20221017_151847.xml,1,1,3,train
P_20221017_145632,../data/processed/pascal_voc/P_20221017_145632.xml,4,0,3,train
IMG_0762,../data/processed/pascal_voc/IMG_0762.xml,1,1,3,train
IMG_20230628_184215,../data/processed/pascal_voc/IMG_20230628_184215.xml,5,7,3,train
1692243679553,../data/processed/pascal_voc/1692243679553.xml,3,0,3,train
1692243680001,../data/processed/pascal_voc/1692243680001.xml,8,0,3,train
IMG_20230628_185420,../data/processed/pascal_voc/IMG_20230628_185420.xml,1,2,3,train
1692243678004,../data/processed/pascal_voc/1692243678004.xml,4,1,3,train
IMG01159,../data/processed/pascal_voc/IMG01159.xml,4,15,4,val
IMG_20230628_182734,../data/processed/pascal_voc/IMG_20230628_182734.xml,1,3,4,val
P_20221014_145157,../data/processed/pascal_voc/P_20221014_145157.xml,4,0,4,val
IMG_1919,../data/processed/pascal_voc/IMG_1919.xml,1,10,4,val
IMG00907,../data/processed/pascal_voc/IMG00907.xml,1,8,4,val
P_20221014_143350,../data/processed/pascal_voc/P_20221014_143350.xml,1,1,4,val
IMG_20230628_184923,../data/processed/pascal_voc/IMG_20230628_184923.xml,6,12,4,val
1692243677995,../data/processed/pascal_voc/1692243677995.xml,2,1,4,val
IMG_20230628_183922,../data/processed/pascal_voc/IMG_20230628_183922.xml,5,13,4,val
IMG_0349,../data/processed/pascal_voc/IMG_0349.xml,9,4,4,val
IMG_20230628_185151,../data/processed/pascal_voc/IMG_20230628_185151.xml,3,1,4,val
1692243679276,../data/processed/pascal_voc/1692243679276.xml,2,1,4,val
1692243680365,../data/processed/pascal_voc/1692243680365.xml,3,2,4,val
1692243677966,../data/processed/pascal_voc/1692243677966.xml,4,0,4,val
IMG00085,../data/processed/pascal_voc/IMG00085.xml,2,13,4,val
P_20221014_150005,../data/processed/pascal_voc/P_20221014_150005.xml,4,0,4,val
1692243678027,../data/processed/pascal_voc/1692243678027.xml,3,2,4,val
IMG_0649,../data/processed/pascal_voc/IMG_0649.xml,3,17,4,val
1692243679850,../data/processed/pascal_voc/1692243679850.xml,1,2,4,val
IMG_20230628_182857,../data/processed/pascal_voc/IMG_20230628_182857.xml,2,8,4,val
IMG00006,../data/processed/pascal_voc/IMG00006.xml,13,2,4,val
1692243678218,../data/processed/pascal_voc/1692243678218.xml,1,2,4,val
IMG_0050,../data/processed/pascal_voc/IMG_0050.xml,3,20,4,val
IMG_20230628_190124,../data/processed/pascal_voc/IMG_20230628_190124.xml,3,3,4,val
IMG_20230628_183120,../data/processed/pascal_voc/IMG_20230628_183120.xml,2,6,4,val
IMG_20230628_190048,../data/processed/pascal_voc/IMG_20230628_190048.xml,3,0,4,val
